Team,Name,Number,Sets Played,Matches Played,Kills,Kills/Set,Errors,Total Attempts,Hitting Percentage,Assists,Assists/Set,Service Aces,Service Aces/Set,Digs,Digs/Set,Receptions,Reception Errors,Block Solo,Block Assist,Total Blocks,Blocks/Set,Points,Points/Set
Lasell,Carter Phillips,20,13,5,15,1.15,6,28,.321,1,0.08,0,0.00,1,0.08,3,0,1,19,20,1.54,25.5,2.0
Lasell,Josh Barahona,21,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00,0.0,0.0
Lasell,Peyton Walter,22,6,3,0,0.00,0,0,-,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0.00,0.0,0.0
Lasell,Jordan Shinaut,23,9,2,6,0.67,6,25,.000,0,0.00,2,0.22,5,0.56,0,0,0,3,3,0.33,9.5,1.1
Lasell,Nathan Carter,24,10,5,1,0.10,0,4,.250,3,0.30,0,0.00,20,2.00,54,11,0,0,0,0.00,1.0,0.1
Penn St Behrend,Daniel Easly,1,19,6,39,2.05,17,116,.190,3,0.16,5,0.26,19,1.00,82,4,1,4,5,0.26,47.0,2.5
Penn St Behrend,Joshua Elegeer,2,19,6,0,0.00,1,2,-.500,13,0.68,0,0.00,58,3.05,125,8,0,0,0,0.00,0.0,0.0
Penn St Behrend,Alex Jackson,3,19,6,13,0.68,4,27,.333,131,6.89,6,0.32,19,1.00,0,0,1,7,8,0.42,23.5,1.2
Penn St Behrend,Joseph Sciscio,4,8,4,9,1.13,1,15,.533,0,0.00,0,0.00,1,0.13,1,0,0,4,4,0.50,11.0,1.4
Penn St Behrend,Cameron Schleicher,5,12,7,3,0.25,10,24,-.292,2,0.17,0,0.00,13,1.08,46,8,0,3,3,0.25,4.5,0.4
Penn St Behrend,Josh Wingenbach,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Penn St Behrend,Logan Hering,8,22,7,22,1.00,16,77,.078,2,0.09,3,0.14,25,1.14,40,5,1,2,3,0.14,27.0,1.2
